id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_raw,m_time,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Strain,Other Variables,notes,mice900_keep
284,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,793,5,158.7608264,71,893,5,114.0394669,51,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,48,male,48,None,,N
285,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,848,4,190,95,800,5,277.2724292,124,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,49,male,49,None,,N
286,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,504,5,156.5247584,70,438,5,93.91485505,42,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,50,male,50,None,,N
287,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,960,5,156.5247584,70,970,5,234.7871376,105,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,51,male,51,None,,Y
288,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,634,5,196.773982,88,637,4,24,12,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,52,male,52,None,,N
289,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1103,5,270.5642253,121,1215,5,60.37383539,27,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,56,male,56,None,,Y
290,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1062,5,60.37383539,27,494,5,163.2329624,73,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,62,male,62,None,,Y
291,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,664,5,230.3150017,103,932,5,225.8428657,101,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,66,male,66,None,,N
292,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,993,5,315.2855848,141,1041,3,43.30127019,25,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,79,male,76,None,,Y
293,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,762,5,185.5936421,83,854,5,136.4001466,61,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,80,male,80,None,,N
294,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,864,5,118.5116028,53,928,5,80.49844719,36,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,84,male,84,None,,Y
295,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1030,5,143.1083506,64,217,3,105.6550993,61,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,86,male,86,None,,Y
296,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,820,5,252.6756815,113,1189,5,165.4690303,74,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,89,male,89,None,,Y
297,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,805,5,118.5116028,53,704,5,219.1346618,98,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,90,male,90,None,,N
298,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1006,5,138.6362146,62,1025,5,201.246118,90,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,92,male,92,None,,Y
299,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,842,5,185.5936421,83,552,5,239.2592736,107,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,94,male,94,None,,N
300,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,976,5,35.77708764,16,422,3,74.47818473,43,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,97,male,97,None,,Y
301,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1128,5,176.6493702,79,660,5,214.6625258,96,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,98,male,98,None,,Y
302,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,934,5,100.623059,45,827,5,194.537914,87,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,99,male,99,None,,Y
303,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,905,5,24.59674775,11,793,3,136.8320138,79,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,100,male,100,None,,Y
304,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,867,5,109.5673309,49,1018,5,107.3312629,48,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,103,male,103,None,,Y
305,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1046,5,172.1772343,77,520,5,212.4264579,95,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,107,male,107,None,,Y
306,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,637,5,178.8854382,80,1025,5,207.9543219,93,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,110,male,110,None,,Y
307,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,921,4,252,126,1019,4,76,38,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,112,male,112,None,,Y
308,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,987,5,67.08203932,30,668,2,178.1909089,126,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,114,male,114,None,,Y
309,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,955,5,116.2755348,52,293,4,98,49,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,115,male,115,None,,Y
310,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,915,5,163.2329624,73,649,5,122.9837388,55,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,117,male,117,None,,Y
311,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,877,5,80.49844719,36,685,5,248.2035455,111,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,122,male,122,None,,Y
312,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,872,5,210.1903899,94,954,5,84.97058314,38,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,123,male,123,None,,Y
313,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,975,5,190.0657781,85,1045,5,158.7608264,71,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,3,female,3,None,,Y
314,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1074,5,131.9280107,59,339,3,119.5115057,69,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,7,female,7,None,,Y
315,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,879,5,46.95742753,21,748,5,337.6462646,151,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,13,female,13,None,,Y
316,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,661,5,225.8428657,101,635,5,140.8722826,63,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,16,female,16,None,,N
317,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,892,5,120.7476708,54,674,5,364.4790803,163,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,19,female,19,None,,Y
318,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,985,15,143.3003838,37,612,14,258.1743597,69,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,23,female,23,None,,Y
319,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,946,5,263.8560213,118,489,5,210.1903899,94,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,24,female,24,None,,Y
320,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,988,5,35.77708764,16,334,3,166.2768775,96,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,25,female,25,None,,Y
321,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1033,5,44.72135955,20,933,5,219.1346618,98,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,26,female,26,None,,Y
322,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,724,5,71.55417528,32,719,4,172,86,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,28,female,28,None,,N
323,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,919,5,105.0951949,47,603,5,301.869177,135,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,41,female,41,None,,Y
324,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1082,5,102.859127,46,1226,5,20.1246118,9,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,46,female,46,None,,Y
325,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,852,5,228.0789337,102,920,5,163.2329624,73,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,48,female,48,None,,Y
326,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,710,5,71.55417528,32,990,5,239.2592736,107,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,49,female,49,None,,Y
327,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,408,5,221.3707298,99,810,5,230.3150017,103,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,50,female,50,None,,N
328,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,832,5,156.5247584,70,1092,5,160.9968944,72,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,51,female,51,None,,Y
329,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1043,5,277.2724292,124,1026,5,105.0951949,47,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,56,female,56,None,,Y
330,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,856,5,371.1872843,166,1083,4,208,104,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,60,female,60,None,,Y
331,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,694,5,223.6067977,100,850,5,73.79024326,33,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,66,female,66,None,,N
332,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,912,5,69.3181073,31,804,5,248.2035455,111,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,80,female,80,None,,Y
333,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,833,5,78.26237921,35,295,5,156.5247584,70,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,84,female,84,None,,N
334,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,966,4,140,70,716,5,326.4659247,146,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,86,female,86,None,,Y
335,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,753,5,203.482186,91,1032,5,134.1640786,60,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,89,female,89,None,,Y
336,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,923,5,44.72135955,20,963,5,212.4264579,95,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,90,female,90,None,,Y
337,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,834,5,201.246118,90,1033,5,96.15092303,43,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,92,female,92,None,,Y
338,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,698,5,109.5673309,49,863,5,212.4264579,95,mean,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,94,female,94,None,,N
